Daynum,Last,Lblk,Ldr,Lfga,Lfga3,Lfgm,Lfgm3,Lfta,Lftm,Lor,Lpf,Lscore,Lstl,Lto,Numot,Season,Wast,Wblk,Wdr,Wfga,Wfga3,Wfgm,Wfgm3,Wfta,Wftm,Win,Wor,Wpf,Wscore,Wstl,Wto,adv
154,13,5,29,55,23,22,7,29,21,13,28,72,1,21,0,2009,13,0,24,61,12,28,5,40,28,1,11,22,89,9,7,1277
137,19,1,23,85,31,31,8,25,17,16,28,87,11,14,0,2011,21,10,42,67,17,34,3,42,31,1,12,19,102,3,18,1254
139,17,2,26,72,19,33,10,7,7,14,20,83,6,13,0,2011,18,5,25,66,12,31,6,23,18,1,12,9,86,7,9,1449
144,8,8,24,63,16,23,2,20,15,18,17,63,4,18,0,2011,15,8,26,74,16,31,5,21,14,1,22,16,81,11,7,1266
137,8,2,26,63,18,25,3,8,5,16,19,58,6,20,0,2012,14,6,22,65,18,27,5,24,18,1,15,10,77,14,11,1436
139,11,3,26,68,20,28,8,12,9,9,18,73,7,9,0,2012,16,9,33,65,16,33,8,19,13,1,11,8,87,4,9,1166
144,17,3,23,71,32,23,12,8,7,7,22,65,13,13,1,2012,18,8,41,65,22,26,7,24,14,1,22,13,73,4,24,1325
137,6,2,22,61,21,27,4,19,13,15,22,71,9,16,0,2013,18,2,22,49,21,24,11,27,19,1,6,14,78,10,17,1437
137,12,8,17,53,16,28,4,21,17,9,14,77,4,10,0,2014,15,4,19,71,15,33,4,13,9,1,21,19,79,7,9,1344
136,9,2,14,55,13,21,5,20,18,12,16,65,9,7,0,2015,14,2,23,49,7,27,5,13,8,1,12,18,67,2,17,1217
138,17,3,19,65,25,24,8,27,22,20,23,78,9,21,0,2015,14,3,25,60,10,27,4,37,29,1,17,25,87,13,16,1116
136,10,5,28,58,11,25,2,24,15,15,19,67,6,14,0,2016,13,10,23,73,21,31,7,19,14,1,18,19,83,8,7,1195
138,8,1,15,57,23,23,6,23,14,9,20,66,5,11,0,2016,12,4,29,59,14,31,4,21,19,1,13,19,85,5,15,1344
144,13,1,17,61,31,25,13,26,23,15,27,86,2,12,0,2016,20,5,22,62,20,32,11,33,26,1,15,22,101,7,9,1231
146,9,1,10,49,18,27,9,14,11,5,18,74,3,7,0,2016,17,1,19,52,13,32,4,24,20,1,13,17,88,4,6,1323
152,5,4,15,66,25,27,8,13,4,16,15,66,8,10,0,2016,18,5,27,65,17,35,4,11,9,1,16,12,83,6,12,1393
138,14,1,20,65,28,25,9,19,16,16,21,75,6,11,0,2004,10,1,26,55,13,27,5,23,19,0,9,19,78,6,11,1400
139,16,10,27,64,30,23,10,4,4,13,15,60,3,13,0,2006,14,2,27,58,16,23,4,19,15,0,11,8,65,7,8,1206
146,15,4,22,71,20,25,5,34,29,21,19,84,5,9,1,2007,26,11,27,66,14,38,8,18,12,0,11,18,96,4,10,1207
152,7,3,20,67,24,24,5,15,13,13,14,66,7,18,0,2008,17,9,31,64,15,34,5,14,11,0,11,21,84,10,19,1242
146,13,5,25,62,16,27,3,15,12,11,17,69,9,13,0,2011,16,5,25,56,22,27,12,16,10,0,9,13,76,10,14,1246
146,18,6,27,64,17,28,2,12,9,8,17,67,5,10,0,2012,14,3,30,63,14,29,4,24,18,0,11,16,80,9,8,1242
139,10,1,20,73,21,22,6,10,8,16,20,58,15,11,0,2013,11,5,35,55,14,24,5,21,17,0,15,11,70,7,22,1242
139,10,4,26,70,20,33,8,15,9,12,21,83,8,12,0,2014,16,1,26,66,26,29,12,21,15,0,11,17,85,6,14,1235
143,12,1,19,56,13,26,8,18,12,9,20,72,3,4,0,2015,13,0,23,56,21,26,7,23,20,0,12,18,79,3,5,1458
154,16,3,20,63,17,27,11,13,9,16,20,74,5,11,0,2016,6,5,21,48,14,28,8,17,13,0,2,16,77,5,10,1437
135,15,4,29,52,22,25,9,26,18,13,23,77,1,19,0,2015,11,2,20,62,16,28,4,33,21,0,11,21,81,12,5,1352
137,12,5,23,53,10,19,4,22,16,11,25,58,6,19,0,2007,12,8,25,62,16,25,4,27,19,0,20,19,73,6,16,1272
136,8,0,17,55,19,17,5,31,23,19,17,62,2,16,0,2010,12,10,23,61,18,31,7,20,13,0,17,25,82,9,11,1243
136,15,0,20,55,11,27,3,10,8,13,12,65,2,16,0,2015,19,4,15,47,6,27,2,18,13,0,2,13,69,9,7,1323
136,12,2,13,58,22,25,9,12,7,15,20,66,9,8,0,2010,11,2,22,45,19,20,9,23,20,1,13,16,69,7,16,1424
138,9,3,24,54,23,24,6,18,13,14,19,67,5,15,0,2010,11,1,19,55,26,22,9,19,16,1,11,16,69,9,9,1242
137,14,3,18,46,22,21,9,9,3,4,17,54,2,12,0,2015,10,1,21,50,18,23,9,18,16,1,8,14,71,9,7,1461
137,10,4,21,56,23,25,9,18,13,11,24,72,2,9,0,2016,7,3,25,43,20,21,8,32,25,1,5,18,75,2,10,1400
137,15,1,25,54,27,21,10,10,8,3,16,60,2,10,0,2004,10,3,29,55,18,25,6,12,9,0,8,14,65,4,12,1210
137,8,2,27,53,17,22,4,8,4,8,15,52,4,8,0,2005,14,2,25,48,26,20,11,10,6,0,5,13,57,3,8,1458
137,10,3,22,48,26,17,7,12,8,9,15,49,4,8,0,2006,15,4,24,46,19,20,5,14,9,0,8,12,54,4,9,1207
136,13,3,21,54,22,20,7,11,9,9,20,56,6,14,0,2009,11,3,22,52,15,21,3,22,16,0,10,13,61,8,10,1345
144,4,3,22,44,16,17,4,21,14,4,13,52,6,10,0,2010,15,3,26,44,19,19,7,19,14,0,6,19,59,8,10,1277
139,9,1,17,46,19,18,6,13,11,8,20,53,2,10,0,2015,11,5,20,48,11,22,5,21,17,0,10,16,66,2,7,1257
139,16,3,32,69,34,27,12,27,22,7,27,88,9,13,2,2016,8,0,37,71,31,31,7,34,23,0,13,23,92,6,14,1401
137,10,5,27,41,18,18,6,26,21,9,17,63,4,19,0,2006,17,4,17,60,23,23,9,14,9,1,14,21,64,9,11,1234
139,13,3,24,55,20,21,6,11,6,17,24,54,7,24,0,2006,11,2,20,46,22,18,7,33,24,0,8,15,67,13,14,1452
137,9,3,20,50,16,18,3,11,8,6,19,47,2,15,0,2013,13,2,27,61,21,29,7,23,14,0,16,12,79,10,8,1196
136,15,3,23,66,23,23,8,20,15,14,25,69,11,12,0,2003,7,6,33,54,13,23,3,25,21,1,11,19,70,6,20,1454
138,12,3,31,63,17,22,5,16,11,10,10,60,6,9,0,2003,12,4,32,61,24,25,13,5,5,1,5,13,68,5,11,1228
136,8,2,23,57,17,19,3,14,9,11,14,50,5,11,0,2008,14,5,31,57,21,26,9,11,7,1,11,15,68,4,13,1206
137,10,4,24,64,21,23,7,6,3,8,21,56,6,8,0,2011,16,5,35,47,17,21,7,26,20,1,6,11,69,5,14,1103
136,15,0,20,55,11,27,3,10,8,13,12,65,2,16,0,2015,19,4,15,47,6,27,2,18,13,1,2,13,69,9,7,1318
138,8,5,23,63,13,21,4,21,18,13,15,64,8,7,1,2015,9,8,31,51,20,22,6,22,17,1,9,16,67,4,13,1139
143,9,3,21,65,18,26,3,19,15,15,16,70,6,7,0,2015,18,4,26,54,19,30,9,15,12,1,6,14,81,4,11,1455
137,18,1,14,63,27,25,10,5,3,11,14,63,10,7,0,2016,12,8,28,43,15,25,8,15,12,1,5,9,70,3,16,1276
139,19,5,13,64,27,29,8,9,9,14,15,75,5,6,0,2016,15,2,20,51,17,29,6,16,12,1,11,12,76,2,13,1372
144,11,4,23,57,20,23,6,6,4,13,15,56,8,17,0,2016,13,6,21,55,13,22,4,14,13,1,11,9,61,10,12,1458
143,15,4,27,59,23,25,10,18,11,9,16,71,6,19,0,2003,19,5,30,76,14,36,7,11,9,0,14,17,88,12,10,1112
137,10,2,29,67,22,28,4,13,4,12,22,64,10,13,0,2007,20,6,33,62,21,28,8,19,10,0,10,16,74,5,13,1457
138,7,3,26,53,17,13,3,13,12,12,16,41,3,13,0,2008,14,2,29,54,17,24,4,14,9,0,8,15,61,8,7,1450
136,12,2,22,59,26,21,6,3,2,16,14,50,6,10,0,2010,11,2,22,48,13,20,3,12,8,0,9,9,51,7,8,1330
139,12,5,23,62,30,19,7,19,12,15,25,57,4,8,0,2011,15,9,31,48,19,22,9,25,18,0,9,18,71,2,12,1199
137,19,1,15,49,21,25,9,9,4,6,16,63,6,11,0,2012,11,1,20,44,10,22,5,27,18,0,10,14,67,6,10,1462
137,9,2,26,51,17,22,4,13,10,9,11,58,2,17,0,2013,19,1,22,59,21,29,9,12,9,0,5,13,76,4,6,1235
145,16,1,15,56,14,26,4,13,10,13,14,66,5,7,0,2015,8,9,19,47,8,25,4,20,14,0,10,12,68,4,11,1246
146,9,1,10,49,18,27,9,14,11,5,18,74,3,7,0,2016,17,1,19,52,13,32,4,24,20,0,13,17,88,4,6,1314
134,16,3,19,59,28,23,10,18,13,10,17,69,6,14,0,2005,14,2,29,57,15,29,7,20,14,1,14,14,79,2,17,1105
137,12,0,11,58,15,25,6,18,12,11,16,68,9,10,0,2005,27,3,24,58,19,37,12,19,10,0,15,13,96,9,15,1314
137,8,1,21,57,21,19,4,32,24,11,25,66,8,17,0,2010,18,1,29,56,12,30,4,36,25,0,9,26,89,10,15,1338
137,12,3,21,75,29,33,7,11,8,17,17,81,7,7,0,2011,14,9,27,63,9,30,4,26,21,0,15,14,85,4,10,1400
136,14,5,17,61,22,31,8,19,13,14,21,83,5,18,0,2010,15,3,18,55,23,32,13,26,20,1,8,18,97,6,12,1207
137,11,0,18,54,23,22,7,11,9,11,16,60,2,10,0,2012,13,2,22,43,16,22,6,17,15,1,4,12,65,6,9,1276
139,10,6,23,46,15,20,2,19,14,10,16,56,5,10,0,2012,10,1,18,43,18,17,9,25,19,1,7,19,62,9,9,1378
137,8,5,23,46,18,18,9,26,17,10,21,62,8,20,0,2005,15,8,21,54,23,21,7,19,18,0,11,21,67,11,16,1196
138,15,1,19,58,26,22,10,26,14,14,17,68,9,14,0,2010,21,3,30,60,14,34,5,18,10,0,11,22,83,8,16,1397
144,17,3,23,71,32,23,12,8,7,7,22,65,13,13,1,2012,18,8,41,65,22,26,7,24,14,0,22,13,73,4,24,1314
137,13,3,30,68,22,26,5,7,5,14,20,62,1,9,0,2006,10,4,28,65,22,26,5,23,13,1,15,13,70,2,4,1172
136,8,3,21,53,26,19,10,10,9,6,12,57,4,12,0,2007,14,2,26,54,20,28,11,18,11,1,9,5,78,5,10,1148
138,13,2,23,61,23,26,8,16,11,5,21,71,4,9,1,2007,10,6,33,63,21,26,9,20,17,1,12,19,78,5,14,1462
143,14,1,24,62,31,30,16,17,8,10,24,84,4,7,0,2007,13,5,25,51,22,27,8,35,23,1,8,17,85,3,8,1397
145,10,3,20,65,22,26,10,20,14,15,29,76,5,11,0,2007,9,2,25,51,17,26,5,41,35,1,9,15,92,8,8,1272
152,17,3,21,51,21,25,7,8,3,9,15,60,3,14,0,2007,13,3,21,57,14,25,4,19,13,1,16,10,67,8,8,1207
137,11,2,23,62,19,20,6,7,5,12,16,51,6,9,0,2010,14,12,30,52,22,21,10,18,16,1,8,12,68,5,9,1364
139,14,0,21,58,20,24,4,19,14,12,24,66,12,21,0,2010,17,3,22,51,21,25,8,23,17,1,7,17,75,8,18,1210
137,6,0,15,53,17,18,4,7,6,11,13,46,7,13,0,2011,26,3,24,52,24,29,12,8,5,1,11,9,75,5,13,1427
139,13,3,16,60,18,26,8,7,6,13,17,66,5,17,0,2011,23,1,22,59,26,36,16,18,10,1,11,11,98,8,9,1206
136,9,8,19,54,14,19,4,22,17,5,24,59,6,12,0,2012,11,8,33,58,14,26,5,26,21,1,16,19,78,6,18,1259
138,14,1,21,56,23,22,8,19,14,13,19,66,3,9,0,2012,13,4,22,53,24,25,9,18,14,1,9,17,73,6,11,1211
143,8,5,21,56,23,26,9,8,5,8,21,66,5,18,0,2012,14,1,23,56,17,27,8,27,19,1,12,11,81,13,11,1153
145,9,7,18,53,16,22,6,25,20,8,29,70,6,12,0,2012,10,3,25,51,13,21,4,42,31,1,14,20,77,4,12,1393
137,13,2,26,65,28,23,6,21,18,14,18,70,4,19,0,2013,25,7,31,71,15,34,7,25,20,1,13,17,95,8,10,1233
139,14,0,24,52,25,23,12,23,17,12,20,75,4,16,0,2013,12,2,19,49,18,25,9,26,19,1,3,20,78,7,9,1235
143,7,2,21,52,18,23,6,20,18,9,20,70,6,11,0,2013,9,3,21,52,13,22,7,26,22,1,11,18,73,4,8,1112
136,14,2,24,63,26,24,10,19,14,13,17,72,4,11,1,2015,16,7,24,57,15,28,6,22,13,1,8,17,75,5,11,1433
139,10,4,21,47,16,19,5,9,9,3,14,52,4,11,0,2006,18,5,25,58,14,27,6,12,10,0,12,10,70,6,8,1207
154,10,4,18,64,23,30,4,17,11,10,20,75,11,7,0,2007,11,3,28,53,18,26,10,25,22,0,10,19,84,5,15,1196
137,15,7,28,60,25,24,7,23,17,9,21,72,5,20,2,2009,13,3,30,72,24,24,6,28,20,0,23,18,74,9,22,1373
144,14,3,16,58,23,25,9,19,14,13,16,73,6,11,0,2010,15,3,21,64,15,30,4,15,12,0,20,20,76,6,16,1397
144,7,1,20,58,16,19,6,22,16,16,14,60,6,7,0,2011,11,11,25,48,17,22,6,14,12,0,7,18,62,3,11,1246
152,11,7,20,59,22,20,8,15,14,10,17,62,7,12,0,2012,14,8,30,56,11,25,3,14,11,0,12,15,64,5,17,1242
145,7,8,26,61,25,19,5,29,23,11,22,66,5,9,0,2013,9,9,27,59,20,22,8,23,18,0,13,23,70,8,12,1455
136,12,4,25,50,12,24,3,12,8,3,16,59,10,14,0,2014,12,0,24,49,13,22,3,17,13,0,4,14,60,10,13,1173
138,9,3,19,52,17,20,5,15,13,7,17,58,4,12,0,2015,14,4,25,63,19,23,7,24,20,0,18,13,73,9,8,1112
136,8,2,22,52,20,21,6,8,6,7,23,54,7,18,0,2003,16,3,24,52,18,24,10,24,13,1,11,12,71,8,14,1354
138,6,4,18,52,16,27,5,12,6,6,23,65,5,9,0,2003,16,2,23,51,13,26,7,24,15,1,13,15,74,2,12,1143
144,10,2,14,43,13,19,4,17,12,7,18,54,7,13,0,2003,15,1,20,55,10,27,4,12,7,1,19,18,65,6,13,1139
136,12,2,26,68,28,24,6,15,13,11,16,67,8,16,0,2005,16,3,34,74,13,34,3,15,13,1,14,14,84,9,14,1310
137,11,0,15,49,14,24,6,14,10,9,22,64,4,12,0,2008,14,2,19,42,14,24,6,26,18,1,6,18,72,5,9,1386
136,10,1,16,77,23,22,6,8,4,20,24,54,9,7,0,2009,15,6,38,48,12,29,4,32,20,1,7,11,82,5,15,1288
138,12,1,20,56,27,22,10,11,9,14,23,63,5,14,0,2009,18,4,22,51,19,25,6,27,17,1,13,13,73,5,11,1276
144,13,2,15,60,24,27,7,14,10,14,10,71,10,18,0,2009,19,3,21,59,21,32,9,18,11,1,15,14,84,11,18,1393
137,15,1,20,61,25,23,8,10,6,14,16,60,6,7,0,2015,10,6,26,57,24,25,7,16,12,1,14,14,69,5,9,1107
139,12,2,19,51,21,22,11,13,11,4,20,66,8,13,0,2015,13,3,25,49,18,22,9,24,19,1,10,15,72,9,15,1173
137,15,3,22,58,18,26,5,14,11,13,22,68,6,14,0,2016,15,7,21,56,20,28,11,25,15,1,10,15,82,7,10,1167
139,16,1,24,66,31,30,11,16,10,13,23,81,7,13,0,2016,10,5,26,60,26,29,8,25,19,1,11,18,85,5,12,1433
143,14,4,26,64,28,22,6,24,13,16,12,63,6,12,0,2016,23,5,31,63,25,31,11,9,4,1,10,18,77,4,15,1401
145,10,2,19,54,21,21,4,30,22,13,16,68,10,12,0,2016,16,2,24,58,24,27,12,17,14,1,14,21,80,4,15,1332
146,10,4,14,58,28,18,5,11,6,14,16,47,13,19,0,2003,16,2,28,48,12,25,2,19,11,0,12,13,63,13,24,1393
138,3,3,14,66,19,21,2,19,14,19,24,58,8,7,0,2005,15,2,30,37,8,22,5,28,18,0,9,19,67,2,20,1428
136,18,4,25,61,14,32,5,8,5,10,25,74,8,18,0,2006,13,1,22,55,20,25,6,32,26,0,10,15,82,8,12,1454
139,9,3,18,47,18,15,5,19,13,10,18,48,3,16,0,2008,24,3,23,54,17,32,9,15,5,0,10,18,78,7,12,1257
146,9,0,19,54,19,24,2,16,10,12,20,60,6,16,0,2009,13,2,21,51,14,26,5,16,15,0,6,19,72,9,12,1314
137,10,2,21,58,21,23,5,8,4,8,20,55,6,9,0,2013,15,3,29,56,15,24,6,17,16,0,11,11,70,5,11,1361
136,14,3,19,72,30,25,12,18,13,18,16,75,5,10,1,2014,12,6,32,51,14,27,6,22,20,0,6,20,80,5,15,1295
144,7,4,24,55,17,20,4,16,14,14,16,58,2,7,0,2015,9,1,21,57,27,22,9,16,9,0,15,16,62,1,5,1277
152,8,2,10,60,27,19,6,11,7,19,20,51,6,17,0,2016,14,3,25,49,18,35,11,19,14,0,7,11,95,12,11,1437
137,17,0,13,41,18,20,8,16,15,2,20,63,5,18,0,2003,15,0,15,50,20,27,7,28,16,1,10,17,77,12,11,1335
137,19,2,15,59,19,21,3,13,11,12,15,56,8,14,0,2004,15,5,26,55,6,30,2,16,13,1,11,16,75,12,15,1186
139,9,3,11,50,17,20,6,14,7,11,15,53,6,12,0,2004,18,1,20,47,12,28,5,17,9,1,14,16,70,8,17,1272
143,8,1,17,58,17,21,3,10,6,16,18,51,5,12,0,2004,13,5,24,45,8,22,4,16,15,1,6,16,63,6,10,1338
145,15,3,18,57,26,22,8,13,10,6,14,62,8,5,0,2004,13,6,30,53,17,25,4,15,10,1,12,16,64,2,13,1386
137,10,2,14,45,10,20,3,10,7,5,22,50,12,17,0,2005,13,1,22,37,7,18,4,29,23,1,8,13,63,11,17,1368
139,14,0,16,56,19,23,6,30,25,12,28,77,8,11,0,2005,18,0,22,46,12,25,6,33,29,1,8,23,85,3,14,1356
137,16,1,17,56,33,24,11,21,16,11,16,75,4,11,0,2009,13,0,23,53,21,30,7,13,10,1,8,19,77,5,12,1397
139,16,4,27,63,19,22,3,19,9,11,19,56,8,22,0,2003,16,9,33,57,12,26,5,18,11,0,5,19,68,11,17,1393
152,10,0,21,50,15,22,4,25,17,12,15,65,3,13,0,2004,16,4,22,49,17,24,7,16,12,0,7,19,67,7,12,1210
143,17,0,11,66,23,29,10,13,10,16,17,78,10,8,0,2005,17,5,23,47,14,31,7,17,10,0,8,17,79,3,14,1112
139,18,1,16,54,28,26,12,12,12,5,21,76,8,9,0,2009,18,5,22,57,28,28,11,26,17,0,19,12,84,2,14,1338
137,12,1,14,44,22,22,6,13,9,3,20,59,8,11,0,2010,11,1,22,44,10,19,2,25,24,0,10,15,64,8,13,1210
136,12,3,26,52,17,21,5,15,8,6,23,55,8,14,0,2013,12,3,30,59,22,23,8,21,14,0,14,19,68,8,18,1332
137,13,2,23,65,15,26,3,37,22,17,33,77,10,12,0,2014,13,1,30,50,18,25,9,41,26,0,7,28,85,5,15,1211
137,11,0,22,60,29,27,10,13,9,9,17,73,8,12,0,2015,11,6,25,53,19,29,7,18,14,0,3,12,79,9,12,1332
136,12,2,22,59,26,21,6,3,2,16,14,50,6,10,0,2010,11,2,22,48,13,20,3,12,8,1,9,9,51,7,8,1323
137,13,1,20,61,20,26,7,26,22,10,29,81,9,15,0,2005,11,1,25,51,14,29,3,36,28,0,5,22,89,9,13,1277
136,4,4,22,55,20,18,4,7,6,12,21,46,8,11,0,2007,11,3,26,46,24,19,9,16,10,0,9,15,57,6,11,1139
138,16,3,17,53,13,23,6,22,16,14,18,68,9,14,0,2010,15,6,19,54,20,28,8,17,12,0,11,19,76,8,13,1124
136,8,2,16,45,15,16,5,27,21,13,17,58,9,15,0,2011,11,1,14,54,26,22,7,11,9,0,18,21,60,8,15,1139
137,14,4,17,53,15,28,7,20,15,7,17,78,4,13,0,2006,16,2,21,61,22,37,11,16,9,0,12,21,94,10,13,1272
136,11,4,20,53,21,19,6,16,10,14,13,54,3,12,0,2007,12,8,25,57,13,27,5,12,11,0,11,16,70,3,6,1450
136,10,5,22,63,22,22,9,15,10,11,11,63,6,10,0,2008,17,1,34,69,22,32,8,13,10,0,16,13,82,5,9,1338
137,10,4,21,44,20,21,7,10,7,3,15,56,1,7,0,2007,10,1,20,44,16,19,5,17,15,1,4,12,58,3,5,1275
139,13,3,20,61,31,24,8,8,5,18,14,61,4,15,0,2007,8,0,21,56,23,27,11,12,10,1,10,13,75,4,10,1457
144,13,3,19,74,33,28,9,12,7,19,21,72,8,8,0,2007,11,3,30,48,23,23,13,22,17,1,7,20,76,4,17,1424
136,12,3,26,52,17,21,5,15,8,6,23,55,8,14,0,2013,12,3,30,59,22,23,8,21,14,1,14,19,68,8,18,1329
138,11,2,21,53,21,20,3,22,14,6,15,57,10,12,0,2013,18,4,29,53,11,28,8,16,10,1,9,19,74,10,18,1387
136,14,0,20,61,19,20,5,30,23,12,25,68,4,9,0,2014,21,4,29,54,13,27,2,38,31,1,8,22,87,4,8,1140
137,11,0,22,60,29,27,10,13,9,9,17,73,8,12,0,2015,11,6,25,53,19,29,7,18,14,1,3,12,79,9,12,1329
137,6,2,20,55,23,20,6,15,6,8,17,52,3,10,0,2016,15,6,33,61,20,34,6,22,17,1,11,15,91,1,7,1221
139,7,0,28,57,15,22,4,20,16,9,20,64,5,12,0,2016,6,7,28,53,24,21,6,25,21,1,7,19,69,2,11,1386
143,12,3,27,59,22,26,7,15,9,5,19,68,4,8,0,2016,22,5,30,65,23,32,10,17,8,1,12,17,82,3,8,1181
137,8,2,29,55,17,19,3,24,17,13,22,58,6,17,0,2003,8,4,23,61,23,18,9,18,15,0,13,22,60,7,15,1428
146,13,2,16,58,22,27,8,16,15,8,30,77,8,13,0,2007,10,5,24,48,24,23,11,43,28,0,15,14,85,5,18,1196
137,13,2,25,64,38,22,9,19,16,11,26,69,6,10,0,2008,16,6,32,51,17,24,4,36,24,0,8,15,76,5,12,1280
144,12,3,23,61,14,27,5,17,10,12,22,69,7,12,0,2013,10,5,25,52,13,28,4,26,17,0,9,19,77,7,13,1257
138,9,1,23,49,18,24,8,23,21,3,23,77,5,8,0,2014,15,1,22,60,28,29,11,25,16,0,14,17,85,1,8,1458
139,13,4,24,59,19,26,8,7,5,10,20,65,3,8,0,2015,11,3,22,51,23,22,7,29,21,0,10,13,72,3,6,1458
145,10,2,19,54,21,21,4,30,22,13,16,68,10,12,0,2016,16,2,24,58,24,27,12,17,14,0,14,21,80,4,15,1328
137,14,2,21,60,17,25,7,15,10,7,19,67,5,6,0,2016,13,4,31,56,20,27,4,21,17,0,9,18,75,3,12,1433
137,12,2,21,61,26,23,6,6,6,15,18,58,4,15,0,2004,17,1,22,50,14,24,6,18,12,1,7,11,66,7,12,1344
136,10,3,20,59,23,25,8,18,13,10,20,71,7,10,0,2005,15,1,25,55,20,26,10,23,17,1,10,18,79,2,12,1338
139,19,1,18,54,20,23,6,15,11,9,18,63,6,14,0,2004,17,3,25,60,15,29,5,21,15,0,15,15,78,11,13,1242
138,13,1,14,67,24,30,8,17,11,17,18,79,4,8,0,2005,17,3,23,64,23,36,9,19,16,0,12,20,97,2,7,1449
136,18,2,23,63,25,26,10,18,14,14,22,76,4,15,2,2006,22,2,23,57,23,29,6,29,24,0,7,16,88,12,8,1130
137,9,1,18,54,26,18,9,11,4,10,16,49,2,14,0,2013,12,4,31,52,22,24,12,21,18,0,10,14,78,7,11,1274
137,17,0,13,41,18,20,8,16,15,2,20,63,5,18,0,2003,15,0,15,50,20,27,7,28,16,0,10,17,77,12,11,1329
136,17,2,18,71,30,25,10,10,5,16,19,65,11,17,0,2005,24,6,33,52,12,30,8,25,17,0,8,14,85,8,19,1130
137,10,1,10,53,27,17,10,13,8,11,20,52,4,8,0,2006,7,6,28,45,10,18,2,26,22,0,14,14,60,4,11,1400
136,8,1,19,58,20,21,4,8,6,8,19,52,2,10,0,2007,10,5,29,51,13,24,5,27,15,0,11,13,68,4,8,1401
136,12,0,18,54,19,26,8,6,4,8,13,64,4,9,0,2011,10,5,20,49,18,24,5,15,13,0,8,13,66,6,10,1396
137,13,2,20,51,21,21,7,18,12,9,20,61,6,19,0,2003,22,6,23,59,16,33,9,21,12,1,10,19,87,14,9,1447
139,13,2,15,44,17,19,6,10,8,5,18,52,3,16,0,2003,15,1,21,47,9,25,4,28,20,1,10,14,74,9,11,1231
137,10,0,24,52,20,16,5,10,7,9,22,44,6,14,0,2004,7,1,27,44,16,13,5,31,22,1,10,15,53,8,13,1416
139,9,3,24,48,18,17,8,17,13,7,20,55,4,13,0,2004,10,3,25,59,10,21,2,19,15,1,15,17,59,7,9,1458
137,12,1,15,59,22,23,9,13,9,14,19,64,6,10,0,2006,18,7,24,46,14,31,6,15,11,1,4,13,79,4,12,1245
136,12,1,17,69,20,23,5,12,7,13,15,58,9,8,0,2007,21,7,36,55,21,30,10,14,9,1,8,12,79,3,17,1460
138,13,3,19,71,23,29,7,17,14,15,22,79,9,7,1,2007,20,6,28,57,12,31,6,27,16,1,14,17,84,5,16,1433
136,10,5,22,63,22,22,9,15,10,11,11,63,6,10,0,2008,17,1,34,69,22,32,8,13,10,1,16,13,82,5,9,1331
137,12,3,24,75,22,23,4,24,12,20,17,62,6,9,0,2009,16,3,38,55,19,24,7,23,17,1,9,16,72,5,18,1190
139,18,1,16,54,28,26,12,12,12,5,21,76,8,9,0,2009,18,5,22,57,28,28,11,26,17,1,19,12,84,2,14,1329
143,9,7,27,64,23,21,5,10,8,17,17,55,4,10,0,2009,9,3,26,65,15,22,4,19,12,1,18,13,60,9,9,1462
137,8,1,21,57,21,19,4,32,24,11,25,66,8,17,0,2010,18,1,29,56,12,30,4,36,25,1,9,26,89,10,15,1324
136,9,6,18,55,19,17,3,19,14,9,21,51,7,10,0,2011,18,1,28,59,19,25,8,25,16,1,22,16,74,4,12,1421
136,5,0,22,42,16,15,4,18,14,7,12,48,2,17,0,2014,18,3,24,61,14,31,4,12,11,1,9,13,77,12,3,1160
143,18,4,20,55,14,29,4,15,12,10,19,74,6,12,0,2003,16,3,18,54,12,28,6,22,15,0,10,18,77,7,10,1266
143,8,1,17,58,17,21,3,10,6,16,18,51,5,12,0,2004,13,5,24,45,8,22,4,16,15,0,6,16,63,6,10,1329
136,10,3,20,59,23,25,8,18,13,10,20,71,7,10,0,2005,15,1,25,55,20,26,10,23,17,0,10,18,79,2,12,1334
139,11,2,26,61,20,25,6,11,10,12,23,66,2,14,0,2006,14,2,24,59,6,22,2,32,26,0,16,16,72,8,8,1133
143,13,2,19,55,16,20,7,14,8,8,23,55,5,10,0,2007,10,2,27,42,13,18,5,26,23,0,6,18,64,1,14,1417
138,4,9,17,52,17,17,2,19,18,9,16,54,8,9,0,2008,12,3,27,52,10,25,6,9,9,0,10,17,65,1,15,1277
145,14,3,18,52,18,25,5,29,21,10,18,76,4,11,0,2009,9,5,20,56,20,25,6,23,22,0,13,24,78,6,13,1437
139,12,4,25,64,21,25,7,18,11,15,18,68,4,9,0,2010,9,3,26,50,16,24,8,23,15,0,5,16,71,4,7,1462
138,21,0,26,46,11,26,6,18,12,7,18,70,2,12,0,2011,12,2,17,52,27,24,12,14,11,0,5,18,71,2,6,1139
136,8,5,21,54,17,19,1,20,16,11,27,55,5,15,0,2013,11,1,26,49,20,19,2,41,33,0,11,20,73,10,11,1455
138,14,2,21,51,17,19,4,6,3,10,12,45,4,11,0,2014,9,5,24,58,20,25,5,9,6,0,14,7,61,10,6,1196
137,6,3,29,48,11,18,3,7,4,7,19,43,3,10,0,2016,6,2,25,53,19,17,4,15,9,0,12,11,47,6,6,1458
136,11,3,18,55,25,21,9,14,10,13,18,61,8,16,0,2008,21,3,23,61,25,33,12,15,7,0,15,15,85,10,11,1242
